1.000000000000000000e+00 3.140391006926005965e-03 -4.081616254981166106e-04 3.378325382840877003e-06 5.801088919742901645e-06
1.660511409352772772e-07 1.476705019104208871e-01 -4.050375596183535265e-01 2.134175321595208064e-02 1.226720208857957038e-02
2.448273711821312322e-06 2.007398038337530888e-01 6.910723827383297158e-01 -1.951000579459480008e-02 5.548689691730580680e-03
3.003297890315728860e-06 -9.649119236543757250e-01 2.176759441337206002e-01 -4.138757701123658116e-03 -1.675579634036345952e-02
3.227738486048083715e-07 1.323572148786388070e+00 5.746941515000725254e-01 -4.685674853073261252e-03 1.386007847267630919e-02
9.545325625181037268e-04 -3.134576718329442180e+00 4.297118629780195320e+00 -6.079997552727339771e-03 -4.101744905664629279e-03
2.857965425959898393e-04 -7.077643239078378556e+00 -7.019657494214175841e+00 3.613187146007760045e-03 -3.883523084728419863e-03
4.365520702584403998e-05 1.989678457164153969e+01 5.503440992696513323e-01 -1.659280611061237970e-04 3.751188568808197076e-03
5.149999195391201205e-05 2.362205562889649002e+01 -1.813307060380889979e+01 1.895003534441502911e-03 2.506541899547461844e-03
6.572648128479933395e-09 -9.182952410614770855e-01 -3.267780689153178031e+01 3.099106554878205792e-03 -7.549665280568813516e-04
3.695668790833896932e-08 -9.626592477883445520e-01 2.186393618524226923e-01 -4.342137879792293959e-03 -1.618116905515114973e-02
5.431109394612339627e-11 1.323512169658275006e+00 5.746998056081210615e-01 -4.822032553328905666e-03 1.265158941190920074e-02
9.051848991020566261e-11 1.323433043900200001e+00 5.746299614336121131e-01 -4.405811258037006621e-03 1.315606154749287930e-02
4.492231502043706670e-08 -3.137365073853466857e+00 4.297108876897100416e+00 -6.049707925199181678e-03 -1.412974167492720041e-02
2.412317756106981059e-08 -3.130777136839543839e+00 4.299385149355413382e+00 -1.012910706662678052e-02 2.763494393924909205e-03
7.452689002606933246e-08 -3.139510238757460048e+00 4.291971332403878847e+00 -1.596148341765229106e-03 -8.453598742061614948e-03
5.410994174632293726e-08 -3.138776805520323787e+00 4.308993308387485399e+00 -1.049805403989944978e-02 -5.676889930049926029e-03
2.765842747256284346e-13 -7.077442007937346347e+00 -7.020528632363895127e+00 1.261044732740113951e-02 -2.710519174091546944e-03
7.040326993015996036e-14 -7.076782289546956761e+00 -7.019400553431008660e+00 1.351509553476365900e-04 4.086028550379441036e-03
6.537446493514852830e-14 -7.077041174855613015e+00 -7.020324177230527596e+00 1.084025207011505947e-02 1.101911803770092057e-03
6.803973158250458453e-10 1.989750416370619135e+01 5.501228065932336486e-01 2.005522022926469784e-03 2.308796892076002156e-03
5.893759454153390855e-10 1.989626923480491882e+01 5.508705314755270033e-01 2.092605895710573840e-03 2.718355694233069025e-03
1.773659521740530063e-09 1.989832161991763826e+01 5.499126873357516043e-01 1.328280748646054913e-03 2.778592714829776836e-03
1.515681825496443658e-09 1.989402876649987917e+01 5.513938281730991209e-01 -1.141038543843406975e-03 4.485201794303324795e-03
3.313982491712529516e-11 1.989611979479735027e+01 5.506946657003106704e-01 1.702948666514068031e-03 3.161472610361737955e-03
1.079684432428953069e-08 2.362078056986095120e+01 -1.813185057594672855e+01 3.934124497833198925e-03 3.902999586283369821e-03
7.694071642367481645e-10 -9.182984175504209645e-01 -3.267773669814422277e+01 3.214156398919326956e-03 -7.045381209504110323e-04
